student_id,course_id,satisfaction,contribution,general_sentiment
60,1003,4.4,4.4,4.8
1256,1266,2.7,4.3,4.8
117,1273,4.7,3.9,4.8
1340,1268,4.1,2.8,3.5
730,1121,4.8,3.3,4.7
220,1216,2.7,3.3,4.4
155,1118,2.8,2.7,4.9
167,1204,2.5,4.7,2.6
1466,1158,4.5,3.5,2.8
1312,1138,2.9,4.8,4.7
1443,1040,3.1,3.3,3.0
1040,1164,4.8,4.3,2.8
1279,1250,4.5,3.7,4.3
887,1250,2.8,4.3,4.6
718,1106,4.2,3.1,3.5
906,1233,4.2,4.7,3.9
1313,1185,4.3,4.6,3.7
1264,1233,3.1,3.6,4.0
966,1007,3.5,4.6,3.2
1393,1231,2.8,4.9,3.5
1419,1011,3.9,3.2,4.0
606,1233,4.7,4.3,3.1
1250,1111,4.0,2.5,2.8
1231,1150,4.0,4.4,4.2
486,1251,3.9,4.5,4.0
681,1059,4.9,3.1,4.3
1387,1013,3.1,3.1,2.6
1345,1119,2.7,3.5,4.9
16,1205,3.2,2.8,2.5
838,1264,3.0,2.8,4.2
136,1272,3.5,3.4,3.6
877,1250,2.9,4.1,2.8
958,1257,3.4,4.9,3.4
31,1079,3.8,3.2,4.2
982,1060,4.6,2.9,3.5
1001,1178,3.0,4.2,4.9
633,1276,3.1,3.7,3.2
704,1236,2.6,2.5,3.7
1089,1224,2.7,4.7,2.6
590,1253,3.6,3.2,3.5
282,1244,4.7,2.9,3.2
1344,1241,3.6,2.5,4.5
1365,1253,3.8,4.0,3.4
1288,1186,4.1,3.6,4.2
1067,1245,3.2,3.7,3.5
171,1135,2.9,3.1,4.8
624,1167,2.5,3.1,3.7
126,1031,3.0,4.9,3.8
757,1263,4.8,2.8,4.3
915,1250,3.8,4.2,3.2
1297,1072,4.1,4.5,4.4
572,1143,2.6,3.9,4.7
638,1256,3.1,3.2,4.5
93,1135,4.4,4.2,3.9
862,1233,4.0,4.5,3.8
896,1212,3.0,3.7,3.8
262,1236,2.9,2.5,4.4
580,1095,4.4,3.5,3.4
191,1271,3.7,3.0,4.3
736,1266,4.3,3.6,4.2
868,1268,3.2,3.0,3.5
201,1274,4.6,4.0,3.9
958,1268,2.7,3.7,3.0
270,1167,3.1,2.6,3.3
924,1014,3.7,3.1,3.3
374,1018,3.1,4.9,2.5
413,1209,2.7,3.9,2.8
863,1105,3.5,2.6,3.7
416,1258,3.8,4.3,2.8
692,1245,5.0,3.9,4.3
595,1239,3.1,3.0,3.4
632,1120,2.6,2.5,4.0
509,1210,2.8,3.2,4.0
889,1136,3.6,3.0,3.4
1231,1173,3.1,2.8,4.5
213,1172,4.5,3.8,4.1
897,1200,4.4,2.6,4.2
127,1238,3.9,4.1,4.2
543,1126,2.5,4.6,4.5
364,1169,3.0,3.5,3.3
609,1133,2.7,4.0,4.8
332,1005,3.2,3.6,3.4
1196,1247,3.4,3.6,4.2
971,1257,2.6,2.7,4.1
1347,1238,2.6,3.2,2.9
1045,1105,2.9,4.3,4.3
1028,1211,3.0,3.0,2.8
783,1191,3.7,4.2,3.1
849,1184,2.8,2.8,4.8
1251,1045,3.0,4.1,4.7
1397,1207,3.2,4.2,2.9
841,1218,2.7,4.8,3.7
454,1242,2.5,3.4,3.8
475,1233,4.2,4.7,2.8
923,1263,4.4,3.0,2.9
657,1007,2.8,3.1,4.5
798,1054,3.2,3.8,3.9
61,1278,4.2,4.9,4.8
1097,1260,4.7,4.8,5.0
1286,1241,4.7,2.9,5.0
673,1003,3.8,3.9,4.9
229,1274,3.6,4.0,4.5
240,1043,3.2,3.2,3.0
1020,1213,4.3,4.4,2.6
645,1006,3.5,3.4,3.8
540,1228,4.8,4.7,2.8
326,1191,4.2,4.8,3.1
1067,1242,4.3,4.9,2.8
826,1217,3.7,4.8,4.0
1089,1220,4.3,2.8,3.8
1274,1266,3.8,3.1,2.8
598,1064,4.8,3.8,4.0
283,1192,4.7,3.1,3.9
1319,1158,3.3,3.8,3.1
1206,1264,3.3,2.8,2.9
577,1263,3.6,4.6,3.0
801,1269,4.5,3.1,4.1
819,1005,3.8,4.1,2.7
590,1245,4.3,3.9,4.3
1328,1144,3.3,2.9,3.2
1125,1222,4.6,2.6,4.4
570,1020,4.5,4.4,4.2
777,1242,4.7,4.3,2.7
870,1000,2.9,4.4,4.1
1409,1081,2.7,4.2,3.7
1220,1228,4.5,3.6,4.7
1369,1169,4.1,2.6,4.1
528,1007,4.9,2.6,2.9
1446,1014,3.4,3.4,2.8
177,1188,4.8,4.1,4.4
1036,1095,3.2,2.7,4.5
68,1182,4.0,3.9,3.7
762,1260,3.7,4.8,2.7
713,1028,2.9,4.4,3.8
57,1186,4.5,3.3,3.7
659,1198,3.8,3.7,2.6
795,1228,2.6,4.2,4.7
167,1193,3.4,4.1,2.7
560,1263,4.3,3.2,2.9
884,1109,3.4,2.8,3.5
288,1243,4.5,3.8,5.0
130,1272,3.4,2.6,3.3
1034,1033,2.9,3.9,4.3
1251,1037,3.9,2.6,3.7
902,1120,3.5,3.1,4.0
604,1098,4.0,3.7,3.4
166,1017,5.0,4.4,4.4
1450,1072,4.9,4.6,3.8
881,1182,2.8,2.7,4.5
1078,1254,4.8,4.7,3.1
530,1009,3.8,4.7,4.8
1092,1023,4.3,3.2,4.3
821,1193,4.9,4.1,3.9
557,1099,3.7,4.7,3.1
76,1004,3.0,4.3,3.0
108,1047,4.1,3.5,3.1
63,1247,4.2,2.9,3.5
622,1175,4.2,4.3,3.8
118,1099,4.1,4.2,3.3
975,1110,3.2,2.6,4.7
150,1084,4.4,2.8,4.3
82,1049,4.6,3.6,2.8
1389,1114,4.9,3.1,3.7
1236,1214,2.6,3.5,4.9
1357,1272,4.1,2.9,4.9
505,1264,3.4,3.2,4.7
17,1234,3.0,4.5,4.3
5,1243,3.4,3.9,3.0
1412,1090,3.0,4.7,4.3
1273,1125,4.2,3.7,3.3
399,1135,4.5,4.7,3.8
1122,1066,4.9,3.8,4.8
742,1087,2.6,3.1,2.8
1253,1276,3.1,4.2,3.8
776,1004,4.6,3.2,4.3
683,1243,2.8,4.0,4.2
722,1185,4.2,3.3,3.2
804,1091,4.1,5.0,3.2
1477,1005,3.0,3.0,4.9
1410,1266,4.6,3.0,3.8
247,1122,4.0,4.7,2.8
506,1134,4.3,4.5,4.5
712,1222,2.7,4.3,3.6
578,1278,3.7,4.7,2.8
151,1236,2.6,4.9,3.1
1217,1104,2.7,4.2,3.7
697,1084,2.8,4.1,5.0
223,1003,2.6,3.5,2.6
1002,1154,2.7,2.7,4.4
1392,1231,4.4,3.7,4.9
835,1214,5.0,2.7,4.9
1175,1236,4.6,4.4,4.3
1204,1221,3.8,2.5,4.8
53,1244,3.0,2.6,4.5
276,1205,4.0,3.3,3.5
779,1134,3.9,4.6,3.8
377,1007,2.5,4.2,3.3
675,1273,4.1,3.7,4.3
1469,1192,4.6,4.0,4.9
252,1265,4.8,4.8,4.7
697,1113,4.2,3.5,4.0
470,1083,3.4,4.7,2.7
867,1226,4.0,4.5,4.7
239,1061,4.1,3.9,2.8
670,1127,3.2,3.1,3.8
395,1006,3.4,2.6,2.8
1037,1009,5.0,3.0,4.5
461,1259,2.9,3.0,4.0
57,1157,2.9,3.1,3.2
1301,1071,3.3,2.7,3.1
517,1124,2.6,4.4,4.3
285,1237,2.8,3.8,4.9
463,1239,2.6,3.4,2.6
1209,1258,4.5,3.1,4.8
635,1004,3.6,4.9,4.4
264,1258,3.8,2.7,4.4
234,1168,3.6,4.6,4.8
739,1230,4.9,4.7,2.6
78,1144,4.7,3.4,3.5
969,1183,4.0,4.5,4.4
725,1158,3.5,4.2,2.7
1285,1271,4.9,3.0,4.9
424,1228,4.4,3.1,3.4
498,1139,2.6,3.6,3.9
1356,1248,3.6,2.8,4.1
1023,1230,3.7,4.4,4.1
21,1092,2.9,3.0,3.8
301,1001,3.2,4.4,2.6
919,1253,3.1,4.7,2.5
1333,1117,3.8,3.6,3.0
1106,1256,3.2,3.7,4.2
717,1214,3.9,4.7,2.8
260,1006,2.6,3.1,3.4
337,1202,4.3,2.6,4.2
802,1239,3.6,4.2,4.0
495,1075,2.6,3.4,3.9
290,1232,4.3,4.5,3.2
1058,1218,3.0,2.5,5.0
796,1196,5.0,4.0,2.9
635,1008,4.4,4.3,4.1
377,1008,4.1,4.4,3.9
1055,1107,3.4,4.5,3.2
224,1104,3.9,4.0,4.0
737,1274,4.3,4.2,5.0
430,1006,3.6,4.7,3.2
9,1100,3.8,3.4,3.5
1431,1163,4.9,3.1,3.3
1032,1265,2.8,2.6,3.8
447,1260,3.3,4.0,4.9
1366,1085,3.0,2.9,3.0
1277,1274,3.0,4.5,4.5
65,1178,3.2,2.9,4.9
425,1233,3.5,3.9,4.8
524,1034,3.5,4.2,5.0
1453,1089,3.7,3.5,2.8
1338,1253,4.4,4.9,2.6
541,1274,3.6,4.4,3.3
592,1278,4.9,4.3,3.8
449,1266,3.1,4.2,4.0
135,1268,3.4,3.1,4.9
1374,1212,2.8,4.7,4.4
521,1259,4.6,5.0,4.6
349,1110,4.7,4.9,4.7
1124,1020,2.8,2.9,4.2
855,1003,4.0,3.4,3.9
877,1247,4.6,2.9,4.0
226,1141,3.4,4.2,3.6
1200,1003,3.2,4.5,3.5
871,1005,3.4,3.5,2.7
128,1134,4.6,2.5,3.7
1331,1051,3.6,4.2,4.2
392,1152,2.9,3.0,3.8
511,1158,3.9,5.0,4.4
546,1225,3.1,3.0,3.2
790,1252,3.9,3.1,4.5
1402,1240,3.3,3.8,4.1
1172,1128,2.6,2.6,4.9
2,1217,3.7,3.1,2.5
704,1227,4.6,3.6,3.5
205,1036,4.7,2.7,2.6
486,1246,4.6,4.4,3.8
114,1159,2.7,4.2,4.5
1136,1169,3.3,4.9,4.6
480,1257,2.6,2.7,3.8
669,1089,4.0,3.2,3.2
341,1003,4.0,4.6,3.3
485,1214,3.6,4.4,4.7
981,1214,3.8,4.7,4.9
792,1268,4.1,4.1,2.6
273,1270,3.4,4.1,3.2
471,1005,4.7,3.6,4.0
1287,1167,3.5,2.6,4.9
772,1142,4.7,4.3,4.4
286,1125,3.5,2.8,2.8
1380,1254,2.5,4.5,4.4
1472,1007,3.7,4.1,3.7
1270,1244,3.5,2.6,2.9
268,1255,4.2,4.0,4.4
355,1229,3.2,3.5,3.8
1217,1091,3.8,2.7,3.0
1087,1239,3.0,3.1,4.8
904,1092,4.9,3.3,4.3
905,1009,2.9,3.4,4.9
390,1238,2.8,3.9,2.7
787,1232,2.5,4.6,4.7
368,1114,2.9,2.8,4.0
1191,1228,2.5,2.8,4.4
1260,1000,3.1,3.8,4.2
1429,1004,2.8,3.7,3.9
922,1243,3.4,2.8,3.0
421,1242,2.7,4.2,3.2
1202,1078,3.2,2.6,4.9
1380,1252,4.7,3.3,2.9
139,1150,3.5,3.8,4.9
1422,1230,2.7,3.2,5.0
694,1210,3.1,3.0,3.1
634,1029,2.8,3.7,2.8
314,1200,2.9,3.7,4.5
1056,1265,4.2,2.9,3.0
1132,1170,2.5,2.9,2.7
809,1261,3.7,4.6,3.8
1246,1278,3.0,4.1,3.2
927,1063,4.8,3.5,3.9
863,1086,3.4,4.6,4.5
761,1005,4.2,3.6,4.4
768,1277,4.7,3.1,4.6
358,1240,3.1,2.8,3.8
777,1249,3.9,5.0,3.5
1257,1138,3.3,3.9,3.6
1497,1006,4.3,3.7,4.3
776,1000,3.9,4.1,3.5
979,1065,4.8,2.8,3.7
845,1138,2.7,4.7,3.7
432,1158,4.8,3.8,4.5
1404,1081,4.7,2.5,4.4
1391,1124,3.4,2.9,4.1
847,1252,2.9,3.1,3.4
825,1261,4.2,2.7,3.5
492,1242,4.7,3.4,4.4
110,1044,3.8,3.6,2.8
872,1008,3.2,3.9,4.3
1458,1060,3.8,4.4,2.9
1012,1243,5.0,2.8,3.9
1076,1088,4.9,4.4,4.9
648,1247,3.9,3.8,4.2
552,1084,3.1,4.1,3.9
328,1086,4.5,4.7,4.9
393,1266,2.8,4.8,4.6
1141,1150,4.5,4.9,4.2
1031,1083,3.1,4.6,3.6
995,1075,4.3,4.3,3.1
1080,1035,4.9,4.1,3.2
79,1208,4.0,4.6,4.0
1331,1020,3.9,2.7,2.7
1389,1101,3.4,4.1,3.8
1243,1121,4.9,4.4,2.6
282,1252,4.1,2.7,4.8
611,1115,3.1,3.9,3.6
112,1009,3.7,3.8,4.9
610,1040,3.0,4.8,3.6
467,1276,3.5,2.7,4.0
1006,1213,4.3,4.2,3.7
823,1012,4.0,3.7,3.9
192,1260,4.6,3.9,3.6
1019,1000,3.7,4.6,4.6
210,1075,2.8,3.8,3.0
889,1117,5.0,2.6,4.1
220,1199,3.3,3.8,3.5
350,1220,3.0,4.1,3.1
173,1006,2.6,3.2,2.6
390,1237,4.7,3.4,5.0
912,1156,3.5,4.0,4.2
412,1003,3.9,2.6,2.8
1290,1203,3.2,3.9,4.4
1127,1195,3.4,3.4,3.1
220,1198,4.8,3.5,4.0
114,1146,3.0,3.4,4.5
716,1005,3.2,4.1,4.1
382,1242,2.8,3.8,3.9
199,1215,3.2,3.5,4.7
780,1198,4.7,3.0,4.9
1162,1254,4.8,4.8,3.4
1157,1006,2.9,2.7,4.2
454,1245,3.3,3.8,3.3
227,1121,5.0,3.7,4.8
1051,1073,3.4,2.9,3.9
750,1147,3.5,4.0,4.7
1140,1000,3.1,3.8,4.5
1140,1003,3.4,3.1,5.0
1031,1081,3.8,3.9,3.5
1139,1180,3.4,4.9,3.7
99,1187,3.2,3.5,4.6
1339,1247,3.3,4.0,4.4
660,1247,4.4,3.2,3.2
1495,1191,2.5,3.3,4.1
693,1116,4.7,4.7,4.6
963,1080,2.7,4.6,4.8
1471,1134,4.0,2.9,3.0
1440,1004,4.6,3.3,3.1
848,1122,4.5,2.7,3.4
1071,1026,3.5,2.7,3.2
236,1128,2.8,4.6,3.0
288,1247,3.0,2.9,4.0
1323,1203,3.0,3.5,4.3
1254,1272,4.9,2.7,4.5
968,1266,3.6,3.3,2.5
518,1239,4.1,4.9,2.9
1105,1216,4.7,4.5,3.2
45,1233,4.4,2.7,4.4
1194,1243,2.9,3.5,3.8
1387,1042,5.0,4.2,3.8
137,1128,3.9,4.0,4.6
939,1126,4.4,2.5,3.4
244,1000,3.1,3.8,3.9
332,1000,4.4,3.5,4.7
78,1172,4.8,3.9,4.8
346,1025,4.4,3.5,4.9
484,1009,4.7,4.0,3.5
567,1136,4.4,3.8,3.2
1094,1256,4.7,2.8,4.3
378,1043,3.8,5.0,4.7
171,1133,3.2,4.1,4.3
24,1129,3.6,3.4,4.7
414,1229,4.5,4.6,3.2
1498,1172,3.8,3.3,4.0
1163,1110,2.8,2.7,4.2
1226,1263,5.0,2.6,4.8
1356,1251,2.5,2.6,2.9
107,1003,3.3,4.1,4.0
924,1065,4.7,2.7,3.1
334,1277,4.1,4.6,5.0
738,1265,2.8,3.3,3.3
461,1273,3.0,3.3,3.7
1474,1120,3.8,4.1,3.6
912,1184,4.3,4.2,3.2
97,1238,3.2,3.8,4.0
425,1228,3.5,4.0,4.3
326,1179,2.9,4.9,4.2
65,1183,4.8,3.6,4.7
678,1239,4.5,4.3,3.2
686,1217,3.5,4.4,2.8
22,1074,4.6,5.0,4.3
476,1263,4.8,3.2,4.9
35,1154,2.7,3.0,4.5
1308,1117,4.3,4.5,2.8
102,1246,2.8,4.6,2.8
824,1236,4.0,4.7,4.1
334,1264,4.1,4.1,2.6
740,1119,4.3,4.7,3.8
348,1262,3.5,3.7,3.0
1110,1009,3.9,3.4,3.8
1288,1175,4.4,3.5,4.3
179,1001,4.2,2.9,3.0
1120,1257,3.4,3.7,3.2
927,1035,4.9,3.9,3.2
501,1102,2.8,2.9,3.9
256,1008,2.6,2.9,2.7
796,1200,4.5,4.6,4.4
1101,1117,3.5,4.1,3.1
1218,1183,2.8,2.6,4.7
749,1054,4.3,4.9,4.1
266,1062,2.9,3.6,3.0
308,1268,3.6,4.3,3.0
1147,1071,3.9,4.0,3.0
673,1009,4.6,2.6,3.0
423,1253,2.9,4.9,4.8
822,1207,3.0,3.5,2.9
1028,1198,2.8,3.6,3.3
340,1176,4.6,2.7,3.3
1311,1124,3.9,2.9,4.7
952,1180,3.3,3.4,4.9
1068,1201,4.5,4.6,3.9
147,1140,3.3,4.8,3.2
1320,1244,2.8,4.3,3.7
1112,1106,4.4,3.7,2.9
613,1087,3.5,3.1,2.5
682,1166,3.3,4.7,3.9
1065,1068,4.9,3.7,4.3
308,1274,2.8,4.7,4.0
672,1222,4.6,4.0,2.5
255,1142,3.9,3.6,2.9
715,1245,3.3,4.2,4.0
988,1154,4.4,4.8,4.3
1247,1128,3.0,4.3,4.5
1479,1002,2.8,4.9,4.9
181,1040,3.8,2.8,2.6
1458,1017,4.2,4.9,2.8
735,1095,3.4,4.3,4.3
441,1213,2.6,3.0,2.6
563,1164,2.6,4.4,3.7
1173,1156,4.5,4.2,3.7
1146,1153,3.8,4.7,3.6
1227,1011,4.2,4.2,4.3
1436,1146,4.7,4.2,3.4
801,1276,3.1,3.8,4.8
1326,1102,4.5,4.8,4.5
61,1263,4.5,2.6,2.5
1091,1240,4.9,3.1,3.5
601,1201,2.7,3.9,4.5
294,1020,3.3,3.7,3.4
164,1181,4.7,4.9,4.7
737,1275,3.9,4.8,2.7
860,1115,4.4,4.1,2.9
1423,1127,4.8,4.9,4.4
1334,1224,4.2,2.7,3.0
953,1098,3.2,4.7,3.8
1244,1195,2.6,4.6,4.8
1278,1207,3.9,5.0,2.7
286,1121,4.2,3.7,4.0
1354,1222,2.8,3.5,4.1
1342,1088,4.3,2.8,2.9
266,1022,4.7,4.8,4.9
134,1108,3.5,4.4,2.8
1009,1212,2.8,4.4,4.2
1091,1231,2.8,3.5,2.8
1401,1271,4.8,2.6,4.0
1393,1227,2.6,2.8,3.4
1067,1253,4.4,3.8,3.6
1298,1099,3.1,4.8,4.4
1302,1194,3.0,3.2,3.0
1033,1162,3.5,3.0,2.5
642,1159,2.9,4.1,4.2
31,1098,3.3,3.8,2.9
959,1084,4.5,2.9,2.7
489,1018,2.6,3.9,3.5
1230,1175,3.8,4.8,4.6
231,1271,3.9,3.3,2.8
965,1271,4.0,3.4,2.5
808,1063,4.6,3.0,4.6
1009,1222,5.0,3.4,3.5
1237,1236,4.5,4.5,4.3
822,1224,2.5,4.8,4.3
952,1182,3.9,3.4,4.4
1340,1256,4.0,4.6,4.4
878,1132,3.1,3.6,2.9
144,1276,3.0,4.8,3.9
1460,1204,3.8,3.5,4.4
641,1109,2.8,4.6,3.1
633,1262,2.7,4.4,2.9
69,1201,2.9,3.7,2.6
761,1004,2.8,4.0,3.7
433,1139,3.9,3.2,2.9
1249,1173,4.0,3.6,4.3
1486,1191,2.7,3.6,4.0
404,1213,3.5,2.8,4.7
376,1090,3.8,4.9,2.8
1206,1258,3.3,4.9,2.9
856,1156,4.7,4.1,2.5
584,1049,4.3,4.7,2.6
1081,1239,2.6,2.5,3.4
36,1181,4.8,4.9,3.9
1102,1236,4.4,3.6,3.6
118,1095,4.5,4.1,3.4
1077,1159,4.0,4.4,3.4
470,1102,3.2,4.6,4.9
711,1000,3.1,4.6,2.8
618,1251,4.5,3.7,2.5
138,1005,2.6,2.6,2.8
13,1249,4.5,2.8,3.0
410,1009,4.5,4.3,3.5
1417,1260,3.1,3.6,3.2
1156,1233,4.9,3.7,3.6
39,1221,2.6,2.5,2.7
1291,1001,4.3,3.4,2.8
702,1066,4.0,4.7,2.8
623,1105,3.4,2.7,2.7
1425,1204,3.8,3.5,2.8
1414,1008,2.6,4.3,3.3
546,1228,4.9,4.5,3.2
206,1121,4.9,4.9,3.7
1218,1158,3.0,3.5,2.8
44,1099,3.0,2.5,3.6
1257,1137,3.4,4.6,4.2
317,1268,3.6,4.3,4.0
1264,1239,3.7,3.0,3.9
1191,1236,3.3,5.0,4.5
1419,1060,4.4,4.0,2.9
3,1091,4.5,4.8,4.8
1361,1051,4.6,4.7,3.6
255,1130,2.9,3.4,2.7
499,1190,3.1,2.8,4.6
974,1113,2.5,2.6,3.2
178,1225,3.5,2.8,4.9
1349,1106,4.1,2.6,2.7
846,1220,2.8,3.6,3.7
84,1110,3.7,4.8,2.6
1405,1003,4.4,3.2,3.1
230,1128,4.4,3.9,4.6
129,1261,3.9,4.2,4.3
43,1053,4.2,3.9,3.3
1238,1127,4.2,4.3,3.3
374,1019,2.9,3.1,4.0
646,1180,2.6,4.0,4.1
446,1031,4.0,3.7,4.8
952,1191,4.5,3.8,3.7
886,1083,3.1,2.7,3.7
384,1121,3.6,2.8,3.5
111,1231,4.0,4.4,2.8
791,1230,4.8,4.9,2.9
141,1138,3.7,4.9,3.7
816,1004,3.9,3.1,4.6
1122,1036,4.4,3.6,3.0
773,1099,4.2,3.8,4.0
646,1166,3.2,3.9,2.8
753,1048,4.0,4.5,2.7
1118,1248,4.6,3.2,4.7
508,1024,4.6,4.9,2.8
800,1276,3.0,2.6,3.7
40,1130,4.8,4.6,2.8
913,1239,3.5,4.6,4.2
1200,1006,4.1,4.1,4.2
281,1240,3.1,4.6,4.8
1083,1143,3.9,4.9,2.7
611,1108,3.4,4.3,4.0
685,1201,3.8,3.8,5.0
50,1007,4.0,4.8,4.7
784,1156,2.7,3.6,2.6
81,1071,4.6,3.8,4.0
1007,1011,3.2,4.2,2.6
1436,1179,4.6,2.7,3.9
834,1040,3.5,3.2,3.8
623,1082,2.9,2.8,4.9
704,1235,4.7,3.8,4.3
1343,1262,3.1,5.0,4.9
416,1269,3.4,4.8,3.8
1050,1162,2.7,2.6,3.9
1359,1202,3.5,3.3,4.2
1054,1001,4.6,2.9,3.0
489,1041,3.9,3.2,3.5
59,1062,4.4,4.2,4.8
559,1019,3.8,3.7,4.5
398,1266,3.2,2.9,4.2
667,1006,3.9,3.8,3.7
931,1232,4.4,3.9,5.0
312,1008,4.8,3.7,4.1
307,1129,3.2,4.0,3.1
669,1081,2.8,4.8,2.7
1345,1126,4.0,2.8,3.6
574,1239,3.7,3.9,3.1
1303,1227,3.7,4.2,4.5
42,1122,3.9,3.1,4.3
1084,1006,3.4,4.4,3.7
999,1037,4.5,4.5,4.2
1446,1036,3.5,3.2,2.6
96,1239,4.0,3.6,4.1
964,1008,4.6,3.4,3.9
667,1005,4.3,4.8,3.6
1448,1119,3.2,3.8,2.9
381,1013,3.6,2.9,3.3
1327,1222,3.5,2.9,4.8
1126,1241,3.9,3.1,4.1
28,1223,3.2,3.9,2.5
543,1143,4.9,4.9,4.4
268,1269,3.2,3.5,4.2
1462,1000,3.1,2.6,3.6
1229,1248,5.0,3.5,2.9
207,1240,5.0,3.8,4.0
1319,1157,2.7,2.6,4.6
895,1206,2.7,2.7,5.0
859,1144,2.8,4.7,5.0
598,1031,3.1,4.2,5.0
527,1227,4.1,2.9,4.6
938,1188,3.0,3.5,3.1
833,1205,3.7,3.5,2.5
1038,1112,3.0,3.1,4.8
58,1049,3.3,3.8,3.5
430,1004,4.4,4.3,4.8
1180,1082,3.4,4.9,4.4
80,1247,3.7,3.2,4.0
394,1248,3.6,4.1,4.7
1310,1262,4.2,3.2,4.5
425,1236,3.5,4.6,3.7
1368,1229,4.4,4.7,4.8
759,1094,2.7,3.8,4.3
1040,1184,4.0,3.9,3.9
619,1130,2.6,3.9,4.8
970,1141,2.5,3.5,4.6
996,1139,2.9,3.2,3.6
461,1262,3.5,4.6,2.8
1105,1204,3.1,3.3,3.0
479,1244,3.5,3.4,3.2
127,1233,3.6,4.2,4.0
946,1233,4.8,4.2,4.0
17,1225,4.2,3.9,3.3
741,1000,3.8,3.9,4.2
1284,1194,4.7,3.3,4.0
1281,1235,4.9,4.5,2.6
387,1003,2.8,2.8,4.0
1025,1009,3.0,4.6,4.5
792,1275,5.0,3.1,4.8
842,1221,4.7,2.6,2.8
1371,1048,3.7,3.6,4.3
1381,1049,3.1,4.0,4.4
421,1248,3.9,3.5,3.6
296,1217,3.1,4.9,4.1
1235,1265,2.8,3.9,3.3
527,1226,4.0,3.4,2.5
239,1019,2.6,4.1,3.9
1258,1061,4.5,3.2,4.9
920,1073,3.1,2.6,4.8
1090,1060,5.0,4.2,3.2
11,1213,4.8,4.7,4.0
1110,1003,3.6,3.5,3.3
479,1252,3.6,2.9,4.6
789,1256,4.8,3.3,4.7
375,1217,3.7,3.6,3.8
1268,1117,2.6,3.6,4.9
1116,1002,4.4,4.9,3.0
164,1165,3.8,4.0,3.6
1225,1228,3.1,4.5,3.1
21,1115,3.5,3.5,2.8
617,1213,4.1,4.4,3.3
1069,1278,3.2,2.8,4.1
1210,1053,4.0,3.4,4.8
1238,1128,2.5,4.8,3.6
513,1205,4.6,2.8,2.9
1020,1192,3.0,4.4,3.6
255,1134,4.9,3.7,4.1
1090,1076,3.3,2.8,3.3
1201,1184,2.7,2.6,2.7
880,1110,3.2,5.0,2.7
1250,1099,4.8,4.6,4.5
532,1002,3.1,4.5,4.1
1000,1039,5.0,2.5,4.8
309,1008,3.8,2.8,4.0
419,1136,5.0,3.7,3.7
415,1049,3.9,3.0,2.7
706,1265,3.9,4.7,3.4
1413,1132,4.8,4.7,4.8
731,1009,3.2,2.8,4.3
329,1121,4.5,4.6,4.1
1062,1008,3.6,2.9,2.8
177,1183,2.9,3.0,3.1
1412,1081,4.3,4.7,3.4
361,1227,3.6,4.2,4.3
1052,1195,4.7,3.8,3.7
819,1007,3.4,4.5,2.9
668,1236,5.0,4.9,2.9
1343,1261,2.8,4.2,4.2
997,1064,3.1,3.3,3.1
316,1078,4.5,4.9,3.2
1090,1068,2.6,4.9,3.1
772,1134,4.1,3.2,3.7
737,1261,4.3,4.7,4.6
1040,1170,2.7,2.8,3.0
1254,1261,4.8,5.0,3.2
554,1248,3.8,4.4,4.3
690,1251,3.7,4.9,4.3
1248,1177,5.0,3.6,4.8
476,1259,3.5,3.0,4.2
1463,1006,4.1,4.2,2.9
269,1007,2.9,3.0,4.6
1369,1148,3.8,4.2,4.5
1326,1083,4.7,3.4,2.5
366,1252,3.9,4.5,2.7
1099,1245,4.5,4.9,4.6
865,1185,3.1,4.3,3.0
785,1136,3.5,5.0,4.9
22,1052,3.3,3.9,4.6
1453,1098,3.2,4.7,3.3
1205,1263,3.1,3.3,2.6
903,1005,4.8,4.3,4.1
753,1074,2.8,2.7,4.7
73,1276,3.6,3.8,3.8
335,1205,2.7,3.6,5.0
732,1010,3.2,3.1,4.2
42,1133,3.4,3.2,2.6
656,1247,3.8,4.5,4.7
1140,1008,4.2,3.7,4.0
278,1089,3.6,4.5,2.8
650,1042,4.1,4.1,4.8
1023,1241,4.3,3.3,4.1
284,1078,2.8,3.8,4.9
1156,1236,3.8,3.1,3.8
1269,1259,3.5,4.1,3.9
794,1122,5.0,3.8,4.4
825,1266,4.7,4.4,4.0
975,1092,3.3,5.0,3.7
1291,1008,4.3,4.6,2.8
425,1226,4.6,4.2,3.1
1444,1009,3.1,4.5,4.7
268,1277,5.0,3.9,4.9
1283,1128,4.3,2.9,2.8
208,1261,3.0,3.9,3.1
937,1130,3.6,3.8,3.1
913,1228,4.5,2.9,2.8
645,1009,4.1,3.9,2.6
1085,1014,4.8,2.9,4.7
654,1117,3.0,2.9,4.7
231,1260,4.8,4.3,3.9
1081,1225,3.0,2.9,2.6
581,1278,2.8,3.0,2.9
691,1255,2.5,2.7,3.8
295,1007,3.7,3.4,2.6
319,1105,2.6,4.6,4.0
417,1251,4.7,4.8,4.2
769,1105,4.3,2.8,3.9
1193,1008,4.5,3.0,3.5
1327,1208,2.7,2.7,4.3
353,1004,4.7,3.2,3.3
247,1117,3.1,4.9,4.0
62,1242,4.4,4.5,3.2
290,1241,4.5,4.4,3.9
844,1159,2.8,3.3,3.5
296,1207,5.0,3.3,4.2
