student_id,course_id,rank,preference_score
281,1239,3,0.71
281,1240,4,0.51
281,1236,5,0.4
282,1244,1,0.98
282,1254,2,0.89
282,1252,3,0.73
282,1249,4,0.56
282,1248,5,0.37
283,1217,1,1.0
283,1192,2,0.83
283,1222,3,0.69
283,1203,4,0.51
283,1194,5,0.4
284,1078,1,0.96
284,1115,2,0.81
284,1105,3,0.69
285,1237,1,1.0
285,1233,2,0.89
285,1231,3,0.71
285,1235,4,0.57
286,1121,1,1.0
286,1127,2,0.83
286,1141,3,0.73
286,1125,4,0.57
286,1132,5,0.42
286,1135,6,0.25
287,1144,1,1.0
287,1189,2,0.81
287,1179,3,0.73
287,1147,4,0.57
287,1180,5,0.36
287,1191,6,0.23
288,1247,1,1.0
288,1245,2,0.89
288,1254,3,0.66
288,1242,4,0.59
288,1244,5,0.38
288,1243,6,0.24
289,1225,1,1.0
289,1230,2,0.87
289,1239,3,0.73
289,1232,4,0.59
290,1226,1,1.0
290,1230,2,0.81
290,1232,3,0.66
290,1237,4,0.55
290,1234,5,0.43
290,1241,6,0.23
291,1246,1,1.0
291,1253,2,0.81
291,1248,3,0.66
291,1244,4,0.58
291,1245,5,0.43
292,1081,1,1.0
292,1111,2,0.81
292,1079,3,0.68
292,1100,4,0.55
292,1085,5,0.41
293,1113,1,1.0
293,1104,2,0.85
293,1090,3,0.75
293,1089,4,0.54
294,1036,1,0.97
294,1020,2,0.87
294,1075,3,0.69
294,1028,4,0.6
294,1046,5,0.41
295,1003,1,1.0
295,1007,2,0.82
295,1002,3,0.72
295,1001,4,0.51
295,1009,5,0.44
296,1207,1,0.96
296,1199,2,0.86
296,1223,3,0.68
296,1217,4,0.51
296,1210,5,0.39
296,1204,6,0.23
297,1205,1,0.96
297,1206,2,0.81
297,1200,3,0.73
297,1202,4,0.58
297,1199,5,0.39
297,1209,6,0.25
298,1249,1,0.96
298,1253,2,0.88
298,1243,3,0.74
299,1211,1,1.0
299,1222,2,0.87
299,1218,3,0.7
300,1213,1,0.99
300,1222,2,0.86
300,1220,3,0.67
300,1193,4,0.57
300,1194,5,0.38
301,1004,1,1.0
301,1006,2,0.89
301,1001,3,0.72
301,1009,4,0.59
301,1002,5,0.45
302,1230,1,1.0
302,1227,2,0.85
302,1237,3,0.73
303,1240,1,0.96
303,1231,2,0.89
303,1241,3,0.75
303,1235,4,0.5
303,1236,5,0.41
304,1269,1,0.96
304,1261,2,0.83
304,1265,3,0.65
304,1270,4,0.54
304,1256,5,0.41
305,1235,1,1.0
305,1225,2,0.84
305,1237,3,0.69
305,1236,4,0.52
305,1238,5,0.37
306,1248,1,0.97
306,1254,2,0.84
306,1243,3,0.74
306,1242,4,0.58
307,1129,1,0.98
307,1122,2,0.89
307,1133,3,0.66
307,1139,4,0.5
308,1268,1,0.96
308,1274,2,0.89
308,1259,3,0.72
309,1005,1,0.96
309,1008,2,0.86
309,1009,3,0.69
309,1003,4,0.55
310,1252,1,1.0
310,1242,2,0.85
310,1244,3,0.69
310,1246,4,0.58
310,1250,5,0.39
310,1254,6,0.22
311,1096,1,1.0
311,1078,2,0.86
311,1101,3,0.73
311,1093,4,0.52
311,1105,5,0.4
311,1095,6,0.24
312,1007,1,0.95
312,1006,2,0.8
312,1008,3,0.7
312,1004,4,0.54
312,1001,5,0.41
313,1065,1,0.96
313,1042,2,0.87
313,1034,3,0.75
314,1195,1,1.0
314,1198,2,0.81
314,1210,3,0.74
314,1200,4,0.51
314,1221,5,0.4
315,1182,1,1.0
315,1167,2,0.85
315,1191,3,0.71
316,1078,1,1.0
316,1104,2,0.85
316,1094,3,0.65
317,1263,1,1.0
317,1267,2,0.85
317,1268,3,0.72
317,1271,4,0.54
317,1260,5,0.45
317,1270,6,0.28
318,1247,1,0.97
318,1245,2,0.87
318,1253,3,0.71
318,1250,4,0.53
318,1243,5,0.43
319,1099,1,0.96
319,1087,2,0.85
319,1091,3,0.67
319,1105,4,0.51
319,1085,5,0.45
320,1029,1,0.98
320,1066,2,0.81
320,1035,3,0.7
321,1253,1,0.98
321,1244,2,0.86
321,1249,3,0.68
321,1246,4,0.53
321,1245,5,0.42
322,1158,1,1.0
322,1177,2,0.87
322,1167,3,0.72
322,1146,4,0.54
323,1275,1,0.98
323,1276,2,0.87
323,1268,3,0.7
323,1274,4,0.58
324,1002,1,0.98
324,1006,2,0.81
324,1000,3,0.66
325,1093,1,1.0
325,1087,2,0.88
325,1090,3,0.69
325,1106,4,0.54
326,1179,1,1.0
326,1185,2,0.82
326,1191,3,0.71
326,1145,4,0.58
326,1180,5,0.36
326,1174,6,0.23
327,1011,1,0.96
327,1019,2,0.85
327,1054,3,0.7
328,1098,1,1.0
328,1108,2,0.88
328,1086,3,0.7
328,1096,4,0.54
328,1104,5,0.42
328,1089,6,0.25
329,1124,1,1.0
329,1128,2,0.84
329,1121,3,0.68
329,1131,4,0.58
330,1121,1,1.0
330,1130,2,0.9
330,1125,3,0.72
330,1132,4,0.5
330,1142,5,0.44
330,1123,6,0.26
331,1273,1,1.0
331,1276,2,0.87
331,1262,3,0.68
331,1255,4,0.53
331,1275,5,0.43
331,1270,6,0.23
332,1000,1,1.0
332,1001,2,0.87
332,1005,3,0.67
332,1004,4,0.57
332,1009,5,0.43
332,1008,6,0.25
333,1261,1,0.98
333,1262,2,0.8
333,1257,3,0.65
333,1264,4,0.51
334,1270,1,0.96
334,1277,2,0.81
334,1261,3,0.69
334,1267,4,0.52
334,1275,5,0.38
334,1264,6,0.22
335,1193,1,1.0
335,1205,2,0.81
335,1217,3,0.71
336,1004,1,1.0
336,1001,2,0.86
336,1006,3,0.72
336,1009,4,0.51
337,1203,1,0.99
337,1195,2,0.88
337,1196,3,0.71
337,1202,4,0.58
338,1248,1,1.0
338,1253,2,0.87
338,1249,3,0.68
338,1242,4,0.55
339,1177,1,1.0
339,1157,2,0.89
339,1160,3,0.68
340,1176,1,1.0
340,1153,2,0.87
340,1178,3,0.73
340,1181,4,0.53
340,1160,5,0.43
340,1186,6,0.23
341,1003,1,0.99
341,1009,2,0.83
341,1000,3,0.66
342,1000,1,0.97
342,1009,2,0.81
342,1007,3,0.75
342,1003,4,0.52
342,1008,5,0.39
343,1242,1,0.96
343,1248,2,0.85
343,1244,3,0.69
343,1249,4,0.56
343,1250,5,0.36
343,1253,6,0.24
344,1183,1,0.96
344,1158,2,0.81
344,1145,3,0.71
344,1156,4,0.53
344,1175,5,0.39
345,1252,1,0.96
345,1250,2,0.86
345,1253,3,0.74
345,1243,4,0.57
345,1244,5,0.38
345,1254,6,0.27
346,1014,1,1.0
346,1033,2,0.85
346,1010,3,0.74
346,1024,4,0.55
346,1025,5,0.39
346,1026,6,0.28
347,1122,1,1.0
347,1137,2,0.8
347,1143,3,0.75
348,1278,1,0.96
348,1269,2,0.85
348,1258,3,0.75
348,1268,4,0.53
348,1262,5,0.38
348,1261,6,0.21
349,1110,1,0.99
349,1097,2,0.89
349,1106,3,0.68
350,1195,1,1.0
350,1210,2,0.83
350,1193,3,0.67
350,1220,4,0.56
350,1205,5,0.45
350,1197,6,0.27
351,1226,1,1.0
351,1237,2,0.89
351,1240,3,0.71
351,1225,4,0.54
351,1227,5,0.36
352,1084,1,1.0
352,1113,2,0.81
352,1082,3,0.67
352,1086,4,0.57
352,1109,5,0.41
352,1096,6,0.25
353,1004,1,1.0
353,1005,2,0.86
353,1006,3,0.7
354,1016,1,1.0
354,1061,2,0.8
354,1043,3,0.68
354,1032,4,0.53
354,1047,5,0.42
354,1065,6,0.24
355,1227,1,1.0
355,1229,2,0.87
355,1237,3,0.7
355,1236,4,0.57
356,1233,1,1.0
356,1230,2,0.82
356,1226,3,0.66
356,1225,4,0.57
357,1008,1,1.0
357,1005,2,0.85
357,1000,3,0.74
357,1001,4,0.5
357,1006,5,0.42
357,1002,6,0.21
358,1229,1,1.0
358,1240,2,0.89
358,1231,3,0.73
358,1235,4,0.51
359,1195,1,1.0
359,1193,2,0.81
359,1201,3,0.73
359,1210,4,0.51
360,1192,1,0.96
360,1199,2,0.82
360,1213,3,0.68
360,1200,4,0.58
361,1233,1,0.98
361,1231,2,0.9
361,1235,3,0.71
361,1226,4,0.51
361,1227,5,0.43
361,1232,6,0.28
362,1240,1,1.0
362,1239,2,0.83
362,1231,3,0.66
363,1006,1,1.0
363,1004,2,0.82
363,1005,3,0.69
363,1002,4,0.52
364,1169,1,1.0
364,1172,2,0.8
364,1157,3,0.66
364,1162,4,0.58
365,1253,1,1.0
365,1246,2,0.8
365,1245,3,0.7
365,1243,4,0.5
365,1254,5,0.37
365,1252,6,0.21
366,1247,1,0.99
366,1251,2,0.88
366,1246,3,0.73
366,1250,4,0.57
366,1252,5,0.37
367,1107,1,1.0
367,1098,2,0.84
367,1115,3,0.74
367,1116,4,0.56
367,1097,5,0.35
368,1096,1,1.0
368,1094,2,0.86
368,1102,3,0.66
368,1114,4,0.58
369,1230,1,0.98
369,1234,2,0.8
369,1225,3,0.67
369,1232,4,0.51
369,1241,5,0.4
370,1127,1,1.0
370,1118,2,0.89
370,1122,3,0.75
371,1218,1,1.0
371,1201,2,0.86
371,1221,3,0.67
371,1223,4,0.51
372,1263,1,1.0
372,1270,2,0.87
372,1278,3,0.75
373,1060,1,1.0
373,1037,2,0.82
373,1059,3,0.74
373,1018,4,0.51
373,1057,5,0.39
373,1051,6,0.22
374,1068,1,0.98
374,1010,2,0.88
374,1018,3,0.73
374,1013,4,0.5
374,1019,5,0.42
375,1202,1,0.97
375,1217,2,0.8
375,1207,3,0.7
375,1219,4,0.51
376,1112,1,1.0
376,1114,2,0.86
376,1090,3,0.68
376,1100,4,0.52
377,1000,1,0.97
377,1002,2,0.81
377,1006,3,0.67
377,1008,4,0.52
377,1007,5,0.39
378,1042,1,0.99
378,1044,2,0.82
378,1043,3,0.7
378,1028,4,0.55
379,1229,1,0.96
379,1225,2,0.89
379,1236,3,0.7
379,1232,4,0.54
379,1237,5,0.36
379,1226,6,0.27
380,1129,1,1.0
380,1138,2,0.82
380,1124,3,0.66
380,1136,4,0.57
380,1117,5,0.36
381,1061,1,0.96
381,1013,2,0.85
381,1034,3,0.69
381,1045,4,0.58
382,1242,1,1.0
382,1247,2,0.86
382,1252,3,0.73
382,1248,4,0.56
383,1119,1,1.0
383,1134,2,0.86
383,1141,3,0.67
383,1129,4,0.54
384,1139,1,1.0
384,1122,2,0.82
384,1129,3,0.7
384,1133,4,0.55
384,1132,5,0.35
384,1121,6,0.24
385,1065,1,0.97
385,1028,2,0.84
385,1069,3,0.67
385,1056,4,0.59
386,1005,1,1.0
386,1008,2,0.89
386,1004,3,0.69
386,1003,4,0.5
387,1009,1,1.0
387,1003,2,0.85
387,1002,3,0.69
387,1006,4,0.54
387,1005,5,0.43
387,1001,6,0.27
388,1081,1,1.0
388,1112,2,0.82
388,1083,3,0.71
389,1222,1,1.0
389,1209,2,0.84
389,1207,3,0.67
390,1240,1,0.98
390,1237,2,0.86
390,1225,3,0.66
390,1238,4,0.55
390,1232,5,0.38
391,1261,1,1.0
391,1272,2,0.87
391,1268,3,0.65
391,1264,4,0.55
391,1256,5,0.43
391,1271,6,0.29
392,1184,1,0.97
392,1172,2,0.89
392,1174,3,0.71
392,1158,4,0.57
392,1152,5,0.35
392,1191,6,0.26
393,1268,1,1.0
393,1276,2,0.83
393,1264,3,0.65
393,1275,4,0.54
393,1256,5,0.38
393,1266,6,0.29
394,1249,1,1.0
394,1248,2,0.81
394,1242,3,0.74
394,1245,4,0.57
395,1006,1,1.0
395,1005,2,0.89
395,1001,3,0.69
396,1092,1,0.96
396,1105,2,0.84
396,1080,3,0.71
397,1252,1,0.99
397,1242,2,0.86
397,1250,3,0.72
397,1247,4,0.56
397,1243,5,0.43
398,1270,1,1.0
398,1257,2,0.82
398,1266,3,0.66
398,1275,4,0.55
399,1120,1,1.0
399,1135,2,0.88
399,1133,3,0.68
399,1123,4,0.59
400,1214,1,0.98
400,1217,2,0.81
400,1204,3,0.68
400,1211,4,0.55
400,1197,5,0.4
400,1192,6,0.21
401,1124,1,1.0
401,1130,2,0.84
401,1141,3,0.72
401,1132,4,0.57
401,1117,5,0.45
402,1257,1,0.97
402,1267,2,0.89
402,1270,3,0.66
403,1054,1,1.0
403,1062,2,0.83
403,1027,3,0.75
403,1025,4,0.51
403,1033,5,0.38
403,1035,6,0.27
404,1194,1,0.97
404,1210,2,0.82
404,1213,3,0.75
404,1203,4,0.5
404,1218,5,0.39
404,1199,6,0.27
405,1082,1,1.0
405,1087,2,0.84
405,1116,3,0.72
405,1080,4,0.5
406,1132,1,0.96
406,1141,2,0.89
406,1137,3,0.67
406,1143,4,0.59
407,1022,1,0.99
407,1063,2,0.83
407,1032,3,0.71
407,1033,4,0.53
407,1072,5,0.41
408,1252,1,1.0
408,1246,2,0.86
408,1250,3,0.74
408,1244,4,0.53
408,1242,5,0.43
408,1253,6,0.22
409,1250,1,1.0
409,1254,2,0.88
409,1252,3,0.65
409,1249,4,0.54
409,1251,5,0.4
410,1001,1,1.0
410,1006,2,0.82
410,1007,3,0.7
410,1009,4,0.52
411,1211,1,1.0
411,1214,2,0.87
411,1192,3,0.72
411,1198,4,0.52
412,1007,1,0.96
412,1003,2,0.9
412,1006,3,0.71
412,1009,4,0.54
413,1209,1,0.97
413,1201,2,0.86
413,1218,3,0.65
413,1203,4,0.53
413,1210,5,0.38
414,1237,1,0.99
414,1228,2,0.9
414,1229,3,0.7
414,1230,4,0.51
414,1240,5,0.35
415,1038,1,1.0
415,1049,2,0.89
415,1053,3,0.74
415,1025,4,0.52
415,1067,5,0.45
415,1018,6,0.25
416,1262,1,1.0
416,1269,2,0.83
416,1272,3,0.74
416,1276,4,0.6
416,1258,5,0.43
417,1242,1,1.0
417,1244,2,0.87
417,1247,3,0.74
417,1251,4,0.53
418,1263,1,1.0
418,1276,2,0.89
418,1268,3,0.66
419,1120,1,0.98
419,1136,2,0.84
419,1123,3,0.73
420,1138,1,0.99
420,1135,2,0.83
420,1122,3,0.71
420,1121,4,0.52
420,1132,5,0.4
420,1119,6,0.28
421,1243,1,0.97
421,1242,2,0.81
421,1252,3,0.73
421,1248,4,0.57
421,1245,5,0.45
422,1006,1,0.97
422,1001,2,0.83
422,1000,3,0.71
422,1002,4,0.59
422,1004,5,0.44
422,1008,6,0.24
423,1245,1,1.0
423,1253,2,0.84
423,1244,3,0.69
423,1243,4,0.5
424,1232,1,0.99
424,1225,2,0.9
424,1228,3,0.74
424,1239,4,0.51
424,1231,5,0.42
425,1225,1,1.0
425,1233,2,0.84
425,1228,3,0.69
425,1236,4,0.52
425,1234,5,0.42
425,1226,6,0.29
426,1261,1,0.96
426,1257,2,0.86
426,1269,3,0.66
426,1271,4,0.52
426,1256,5,0.4
426,1258,6,0.29
427,1239,1,0.96
427,1240,2,0.9
427,1241,3,0.73
427,1229,4,0.51
427,1225,5,0.39
428,1017,1,0.99
428,1026,2,0.86
428,1075,3,0.72
428,1053,4,0.58
428,1027,5,0.36
429,1008,1,1.0
429,1005,2,0.83
429,1003,3,0.7
429,1004,4,0.58
430,1003,1,1.0
430,1002,2,0.83
430,1004,3,0.71
430,1006,4,0.55
430,1009,5,0.35
431,1230,1,0.97
431,1226,2,0.83
431,1232,3,0.71
432,1162,1,0.96
432,1151,2,0.87
432,1185,3,0.68
432,1170,4,0.52
432,1158,5,0.44
432,1191,6,0.26
433,1131,1,0.96
433,1139,2,0.83
433,1134,3,0.75
434,1163,1,1.0
434,1178,2,0.84
434,1156,3,0.7
435,1218,1,1.0
435,1224,2,0.86
435,1197,3,0.7
435,1215,4,0.57
435,1207,5,0.36
435,1222,6,0.25
436,1218,1,1.0
436,1201,2,0.82
436,1223,3,0.66
437,1000,1,1.0
437,1001,2,0.87
437,1008,3,0.69
437,1006,4,0.51
437,1002,5,0.39
438,1040,1,0.95
438,1044,2,0.83
438,1041,3,0.71
438,1077,4,0.51
438,1054,5,0.37
439,1095,1,1.0
439,1085,2,0.86
439,1097,3,0.67
439,1115,4,0.53
440,1130,1,1.0
440,1139,2,0.87
440,1125,3,0.68
440,1138,4,0.57
440,1128,5,0.42
441,1220,1,1.0
441,1213,2,0.84
441,1207,3,0.66
442,1276,1,1.0
442,1258,2,0.84
442,1257,3,0.7
442,1269,4,0.53
443,1072,1,0.96
443,1053,2,0.82
443,1063,3,0.67
443,1014,4,0.52
444,1249,1,0.99
444,1247,2,0.89
444,1251,3,0.66
445,1262,1,1.0
445,1256,2,0.85
445,1267,3,0.68
445,1276,4,0.54
446,1062,1,1.0
446,1070,2,0.86
446,1039,3,0.73
446,1057,4,0.53
446,1031,5,0.42
446,1011,6,0.2
447,1271,1,0.97
447,1267,2,0.89
447,1260,3,0.66
448,1227,1,0.98
448,1228,2,0.82
448,1229,3,0.75
448,1230,4,0.54
449,1255,1,0.96
449,1266,2,0.88
449,1261,3,0.73
450,1202,1,0.97
450,1211,2,0.8
450,1199,3,0.72
451,1055,1,1.0
451,1075,2,0.89
451,1013,3,0.65
452,1246,1,1.0
452,1254,2,0.88
452,1247,3,0.73
452,1248,4,0.59
452,1244,5,0.37
453,1258,1,0.97
453,1261,2,0.84
453,1267,3,0.66
453,1273,4,0.58
454,1245,1,1.0
454,1251,2,0.83
454,1247,3,0.67
454,1242,4,0.55
454,1248,5,0.42
455,1028,1,1.0
455,1072,2,0.81
455,1076,3,0.73
455,1073,4,0.58
456,1251,1,1.0
456,1253,2,0.9
456,1244,3,0.67
456,1247,4,0.58
457,1103,1,1.0
457,1082,2,0.81
457,1104,3,0.67
458,1109,1,0.99
458,1110,2,0.86
458,1078,3,0.69
458,1089,4,0.6
458,1093,5,0.37
458,1114,6,0.24
459,1273,1,0.99
459,1257,2,0.85
459,1269,3,0.69
459,1262,4,0.58
459,1255,5,0.38
459,1270,6,0.25
460,1258,1,1.0
460,1265,2,0.84
460,1259,3,0.68
460,1275,4,0.57
461,1259,1,0.98
461,1273,2,0.81
461,1262,3,0.68
462,1142,1,1.0
462,1117,2,0.88
462,1129,3,0.67
462,1119,4,0.54
462,1135,5,0.45
463,1239,1,0.97
463,1230,2,0.81
463,1235,3,0.73
463,1241,4,0.55
463,1225,5,0.42
463,1229,6,0.22
464,1254,1,1.0
464,1242,2,0.84
464,1251,3,0.7
464,1253,4,0.57
464,1250,5,0.36
464,1246,6,0.24
465,1178,1,1.0
465,1186,2,0.89
465,1171,3,0.67
466,1008,1,1.0
466,1007,2,0.83
466,1004,3,0.71
466,1002,4,0.6
466,1003,5,0.36
467,1275,1,1.0
467,1259,2,0.83
467,1263,3,0.72
467,1276,4,0.56
467,1258,5,0.38
467,1267,6,0.28
468,1196,1,0.99
468,1206,2,0.87
468,1194,3,0.75
468,1205,4,0.6
468,1219,5,0.4
468,1192,6,0.21
469,1105,1,0.96
469,1112,2,0.83
469,1091,3,0.7
469,1097,4,0.56
469,1081,5,0.36
469,1083,6,0.21
470,1083,1,1.0
470,1102,2,0.85
470,1105,3,0.65
471,1003,1,0.99
471,1006,2,0.87
471,1001,3,0.67
471,1005,4,0.56
472,1250,1,1.0
472,1245,2,0.87
472,1251,3,0.7
473,1050,1,1.0
473,1059,2,0.82
473,1031,3,0.72
473,1049,4,0.55
473,1074,5,0.38
473,1073,6,0.23
474,1007,1,1.0
474,1006,2,0.8
474,1009,3,0.69
475,1233,1,0.99
475,1226,2,0.83
475,1237,3,0.69
476,1257,1,0.95
476,1276,2,0.82
476,1259,3,0.72
476,1265,4,0.58
476,1263,5,0.44
476,1267,6,0.22
477,1222,1,0.96
477,1206,2,0.87
477,1220,3,0.7
477,1195,4,0.51
477,1202,5,0.42
477,1196,6,0.27
478,1242,1,1.0
478,1243,2,0.89
478,1250,3,0.7
478,1245,4,0.54
478,1252,5,0.4
478,1254,6,0.3
479,1243,1,1.0
479,1247,2,0.83
479,1252,3,0.66
479,1244,4,0.56
479,1248,5,0.36
480,1257,1,0.98
480,1272,2,0.87
480,1255,3,0.65
480,1271,4,0.59
480,1276,5,0.38
481,1237,1,0.99
481,1226,2,0.9
481,1241,3,0.69
482,1273,1,1.0
482,1270,2,0.82
482,1267,3,0.71
483,1271,1,1.0
483,1275,2,0.81
483,1274,3,0.68
484,1002,1,0.97
484,1009,2,0.85
484,1005,3,0.65
484,1006,4,0.57
484,1007,5,0.39
485,1223,1,0.98
485,1197,2,0.87
485,1193,3,0.71
485,1192,4,0.6
485,1214,5,0.39
485,1203,6,0.24
486,1242,1,1.0
486,1246,2,0.81
486,1251,3,0.72
487,1261,1,1.0
487,1271,2,0.88
487,1273,3,0.72
487,1264,4,0.52
487,1278,5,0.38
488,1128,1,0.97
488,1141,2,0.86
488,1121,3,0.75
488,1127,4,0.51
488,1132,5,0.44
488,1125,6,0.22
489,1018,1,0.95
489,1041,2,0.9
489,1024,3,0.69
489,1040,4,0.52
489,1044,5,0.42
490,1259,1,1.0
490,1263,2,0.86
490,1275,3,0.71
491,1277,1,0.96
491,1259,2,0.88
491,1257,3,0.7
491,1270,4,0.52
491,1256,5,0.43
492,1244,1,1.0
492,1248,2,0.83
492,1242,3,0.72
492,1251,4,0.53
492,1245,5,0.39
493,1112,1,1.0
493,1086,2,0.85
493,1079,3,0.73
493,1104,4,0.52
493,1100,5,0.35
494,1168,1,1.0
494,1161,2,0.82
494,1185,3,0.75
494,1154,4,0.57
495,1069,1,0.98
495,1053,2,0.86
495,1023,3,0.73
495,1075,4,0.59
495,1067,5,0.44
495,1060,6,0.29
496,1079,1,1.0
496,1099,2,0.84
496,1102,3,0.66
497,1002,1,1.0
497,1001,2,0.88
497,1006,3,0.73
497,1000,4,0.54
498,1138,1,1.0
498,1139,2,0.88
498,1126,3,0.68
499,1149,1,1.0
499,1181,2,0.83
499,1148,3,0.71
499,1146,4,0.54
499,1190,5,0.36
500,1059,1,0.95
500,1019,2,0.88
500,1014,3,0.68
500,1071,4,0.55
501,1078,1,0.99
501,1097,2,0.89
501,1104,3,0.67
501,1102,4,0.53
501,1112,5,0.35
501,1106,6,0.28
502,1205,1,1.0
502,1214,2,0.82
502,1211,3,0.74
502,1200,4,0.6
502,1212,5,0.4
503,1201,1,0.96
503,1211,2,0.89
503,1221,3,0.68
504,1227,1,1.0
504,1234,2,0.89
504,1233,3,0.69
504,1232,4,0.54
504,1239,5,0.42
505,1264,1,0.99
505,1260,2,0.88
505,1270,3,0.73
506,1134,1,0.96
506,1143,2,0.87
506,1129,3,0.74
506,1126,4,0.55
507,1188,1,1.0
507,1179,2,0.81
507,1177,3,0.71
507,1180,4,0.58
507,1181,5,0.38
508,1044,1,1.0
508,1028,2,0.87
508,1013,3,0.74
508,1024,4,0.52
508,1035,5,0.36
508,1042,6,0.22
509,1219,1,0.99
509,1208,2,0.83
509,1221,3,0.71
509,1210,4,0.55
509,1201,5,0.39
510,1140,1,0.98
510,1138,2,0.84
510,1141,3,0.72
511,1173,1,1.0
511,1145,2,0.89
511,1157,3,0.69
511,1183,4,0.57
511,1158,5,0.43
512,1237,1,1.0
512,1230,2,0.89
512,1228,3,0.65
513,1209,1,1.0
513,1218,2,0.88
513,1205,3,0.67
514,1249,1,0.98
514,1244,2,0.9
514,1248,3,0.69
514,1247,4,0.58
514,1254,5,0.36
514,1245,6,0.29
515,1219,1,0.99
515,1193,2,0.89
515,1206,3,0.69
515,1218,4,0.6
515,1211,5,0.38
515,1214,6,0.21
516,1248,1,0.98
516,1247,2,0.89
516,1250,3,0.67
516,1245,4,0.54
517,1118,1,1.0
517,1124,2,0.88
517,1137,3,0.69
517,1141,4,0.5
517,1142,5,0.44
518,1232,1,1.0
518,1239,2,0.84
518,1241,3,0.73
518,1225,4,0.57
518,1230,5,0.44
518,1235,6,0.28
519,1115,1,1.0
519,1095,2,0.85
519,1104,3,0.69
519,1081,4,0.56
520,1001,1,1.0
520,1000,2,0.8
520,1004,3,0.66
520,1005,4,0.56
520,1008,5,0.41
521,1259,1,0.95
521,1269,2,0.82
521,1270,3,0.68
521,1257,4,0.56
522,1277,1,0.97
522,1257,2,0.85
522,1269,3,0.75
523,1213,1,1.0
523,1215,2,0.87
523,1224,3,0.73
523,1202,4,0.53
524,1017,1,1.0
524,1034,2,0.81
524,1061,3,0.67
524,1053,4,0.56
524,1024,5,0.38
524,1040,6,0.23
525,1254,1,0.99
525,1251,2,0.82
525,1246,3,0.74
526,1199,1,0.95
526,1221,2,0.8
526,1196,3,0.71
526,1203,4,0.56
527,1227,1,1.0
527,1232,2,0.9
527,1239,3,0.67
527,1226,4,0.57
528,1004,1,0.95
528,1007,2,0.86
528,1003,3,0.71
528,1002,4,0.51
529,1082,1,0.97
529,1113,2,0.86
529,1095,3,0.65
529,1094,4,0.55
529,1103,5,0.43
530,1008,1,1.0
530,1003,2,0.85
530,1001,3,0.67
530,1009,4,0.52
530,1000,5,0.44
530,1004,6,0.28
531,1006,1,0.98
531,1002,2,0.85
531,1009,3,0.66
531,1000,4,0.59
531,1008,5,0.41
532,1002,1,1.0
532,1000,2,0.82
532,1009,3,0.67
532,1001,4,0.58
532,1005,5,0.35
533,1124,1,0.97
533,1129,2,0.85
533,1117,3,0.67
533,1126,4,0.56
533,1123,5,0.41
534,1225,1,0.95
534,1233,2,0.81
534,1235,3,0.68
535,1232,1,1.0
535,1225,2,0.87
535,1235,3,0.72
535,1239,4,0.57
535,1241,5,0.38
535,1227,6,0.21
536,1153,1,0.96
536,1178,2,0.89
536,1186,3,0.7
537,1204,1,1.0
537,1199,2,0.89
537,1224,3,0.75
537,1206,4,0.56
537,1216,5,0.42
538,1060,1,0.95
538,1076,2,0.85
538,1054,3,0.69
539,1168,1,1.0
539,1176,2,0.81
539,1155,3,0.74
539,1153,4,0.5
539,1150,5,0.37
539,1179,6,0.22
540,1237,1,1.0
540,1226,2,0.89
540,1232,3,0.66
540,1233,4,0.53
540,1228,5,0.4
540,1227,6,0.21
541,1272,1,0.98
541,1274,2,0.9
541,1256,3,0.7
542,1195,1,1.0
542,1201,2,0.89
542,1205,3,0.68
542,1206,4,0.59
542,1223,5,0.41
543,1122,1,1.0
543,1141,2,0.84
543,1126,3,0.67
543,1143,4,0.57
543,1130,5,0.4
544,1085,1,1.0
544,1102,2,0.89
544,1106,3,0.71
544,1103,4,0.54
545,1265,1,0.96
545,1264,2,0.82
545,1261,3,0.65
545,1270,4,0.53
546,1232,1,0.99
546,1225,2,0.9
546,1228,3,0.74
546,1235,4,0.5
546,1231,5,0.39
546,1226,6,0.27
547,1201,1,1.0
547,1214,2,0.81
547,1211,3,0.72
547,1192,4,0.51
547,1218,5,0.38
547,1224,6,0.22
548,1227,1,0.97
548,1225,2,0.82
548,1238,3,0.7
548,1233,4,0.53
548,1232,5,0.44
549,1248,1,1.0
549,1250,2,0.9
549,1252,3,0.7
549,1244,4,0.56
550,1166,1,1.0
550,1147,2,0.82
550,1144,3,0.7
550,1160,4,0.51
550,1145,5,0.38
550,1175,6,0.23
551,1090,1,0.99
551,1089,2,0.86
551,1109,3,0.75
552,1084,1,0.97
552,1104,2,0.81
552,1101,3,0.73
552,1112,4,0.57
552,1096,5,0.4
553,1020,1,1.0
553,1058,2,0.8
553,1057,3,0.75
553,1066,4,0.57
553,1077,5,0.45
554,1251,1,1.0
554,1242,2,0.9
554,1253,3,0.74
554,1252,4,0.58
554,1248,5,0.36
555,1005,1,1.0
555,1004,2,0.83
555,1006,3,0.73
556,1245,1,1.0
556,1247,2,0.86
556,1250,3,0.66
557,1079,1,0.97
557,1106,2,0.9
557,1099,3,0.74
557,1093,4,0.51
557,1080,5,0.44
558,1259,1,0.99
558,1256,2,0.84
558,1257,3,0.71
558,1270,4,0.6
559,1019,1,0.96
559,1016,2,0.85
559,1064,3,0.69
559,1041,4,0.58
560,1256,1,1.0
560,1259,2,0.86
560,1264,3,0.69
560,1263,4,0.51
